0.1	24.7704	0.6083	24.1779	0.3158	9.4425	0.2187	14.8492	0.0629
0.2	16.3219	0.4008	16.2559	0.3503	9.8623	0.113	5.0053	0.2688
0.3	11.1118	0.2043	11.3407	0.1017	7.8277	0.0328	3.8579	0.0697
0.4	8.0893	0.0089	7.8379	0.0253	6.5716	0.3745	4.1738	0.2538
0.5	5.7585	0.1937	5.7947	0.046	5.3984	0.1626	4.7302	0.2418
0.6	3.9733	0.076	3.9644	0.1808	3.4806	0.072	3.1562	0.0798
0.7	2.4678	0.0344	2.3128	0.2035	2.1898	0.0793	1.8656	0.1414
0.8	1.5186	0.0776	1.4556	0.1046	1.2287	0.0281	1.0254	0.0279
